CLIENT_ID;SEX;CHILD_FLAG;REALTY_FLAG;ACCOUNTS_FLAG;E_MAIL_FLAG;DCI;PROFIT_FAMILY;UCI;FOREIGN_PASSPORT_FLAG;STANDING_IN_MONTHS_LAST;EDUCATION;TRANSPORT_AMOUNT;Target
703;1;1;1;1;1;0.0000;12500.0000;2500.0000;0;0;6;0;1
704;0;0;0;0;0;4232.1699;4232.1699;0.0000;0;0;5;0;1
705;0;1;0;0;0;7476.0000;30876.0000;3400.0000;0;0;4;0;1
706;0;0;0;1;0;0.0000;21000.0000;0.0000;0;0;4;0;1
707;0;0;0;0;0;1725.0000;11035.0000;10000.0000;0;0;5;0;1
708;0;1;0;0;0;9990.9199;9990.9199;0.0000;0;6;5;0;1
709;0;0;1;0;0;4517.0498;4517.0498;0.0000;0;88;6;0;1
710;1;0;0;0;0;400.0000;24400.0000;24000.0000;0;13;4;1;1
711;0;1;1;0;1;29988.9609;60000.0000;0.0000;1;6;3;1;1
712;1;1;0;0;0;17008.5000;25000.0000;0.0000;0;16;6;0;1
713;1;0;0;1;0;0.0000;22000.0000;0.0000;0;13;5;0;1
714;1;0;0;0;0;1320.0000;1320.0000;0.0000;0;0;4;0;1
715;1;0;1;0;0;7821.4199;17821.4199;10000.0000;0;6;4;1;1
716;1;1;0;0;1;97839.8906;117839.8906;20000.0000;1;79;3;0;1
717;0;0;0;0;1;10605.4697;10605.4697;0.0000;1;27;4;0;1
718;0;0;1;1;0;13472.9199;13472.9199;0.0000;0;18;5;0;1
719;1;1;0;0;0;6926.7998;11600.0000;0.0000;0;14;6;0;1
720;1;0;1;0;0;8165.8799;8165.8799;0.0000;0;60;6;0;1
721;0;0;0;1;0;0.0000;10000.0000;0.0000;0;0;4;0;1
722;1;0;1;0;0;5505.0000;13600.0000;8000.0000;0;0;6;0;1
723;1;0;1;0;0;4517.3799;4517.3799;0.0000;0;0;6;0;1
724;1;1;1;0;0;14730.2002;23730.1992;0.0000;0;22;5;0;1
725;1;0;0;0;1;34129.7891;59129.7891;25000.0000;0;10;4;0;1
726;1;0;0;0;1;9926.4404;11926.4404;2000.0000;0;20;3;0;1
727;0;1;0;0;0;20010.0000;50000.0000;13920.0000;0;51;4;0;1
728;0;0;0;0;0;8062.0000;11000.0000;0.0000;0;0;6;0;1
729;0;0;0;0;1;13050.0000;13050.0000;0.0000;0;33;3;0;1
730;1;0;0;1;0;0.0000;25000.0000;0.0000;0;0;4;0;1
731;1;1;0;0;0;8213.5400;18213.5391;0.0000;0;29;6;0;1
732;0;0;0;0;1;11802.6104;11802.6104;0.0000;0;16;3;0;1
733;1;0;0;0;0;7003.5000;7000.0000;0.0000;0;6;6;0;1
734;0;0;1;1;0;0.0000;15000.0000;0.0000;0;0;4;0;1
735;0;1;0;0;0;20121.9492;20121.9492;0.0000;0;13;5;0;1
736;1;1;0;0;0;6368.2202;20000.0000;5000.0000;0;7;5;0;1
737;1;0;1;0;0;12652.9199;23600.0000;0.0000;0;60;6;0;1
738;0;0;0;1;0;0.0000;20000.0000;0.0000;0;0;5;0;1
739;1;0;0;1;0;0.0000;12000.0000;0.0000;0;0;5;0;1
740;1;0;0;1;0;0.0000;7399.3301;0.0000;0;0;4;0;1
741;1;0;0;0;1;6914.8101;11914.8096;5000.0000;0;40;4;1;1
742;0;0;0;0;1;3000.0000;20000.0000;17000.0000;0;0;4;0;1
743;0;0;0;0;0;13221.4102;10000.0000;0.0000;0;49;6;0;1
744;0;1;0;0;0;15897.9199;15897.9199;0.0000;0;13;5;0;1
745;1;0;0;0;0;4345.7998;9345.7998;5000.0000;0;60;6;0;1
746;0;0;1;0;0;6835.2798;21835.2793;0.0000;0;11;5;0;1
747;1;0;0;0;1;9021.8096;9021.8096;0.0000;0;48;4;1;1
748;0;1;1;0;1;68870.0000;106620.0000;37747.0000;0;22;6;0;1
749;1;0;1;0;0;19555.9395;19555.9395;0.0000;0;164;3;0;1
750;1;0;1;0;0;928.0000;1288.0000;360.0000;0;0;6;0;1
751;1;1;1;0;0;17346.4102;36015.4609;0.0000;0;70;6;0;1
752;0;0;1;0;0;4132.5000;35132.5000;7000.0000;0;22;5;0;1
753;1;0;1;1;0;0.0000;14648.8496;0.0000;0;0;5;0;1
754;1;0;0;0;0;1800.0000;1800.0000;0.0000;1;48;4;0;1
755;0;1;0;0;0;6630.7002;18130.6992;11500.0000;0;18;7;0;1
756;1;1;0;0;0;27505.2793;42000.0000;0.0000;0;7;6;0;1
757;1;0;1;0;1;38480.5000;60900.0000;20000.0000;0;55;5;0;1
758;0;0;0;0;0;13244.2803;28244.2793;15000.0000;0;15;4;0;1
759;0;0;0;0;0;18270.0000;21000.0000;0.0000;0;21;3;0;1
760;1;0;1;0;0;8610.0303;10110.0303;1500.0000;0;60;6;0;1
761;1;0;0;1;0;0.0000;9036.3701;0.0000;0;0;7;0;1
762;1;0;0;0;0;21647.0000;21647.0000;0.0000;0;56;6;0;1
763;1;0;0;1;0;0.0000;21000.0000;3000.0000;0;0;4;0;1
764;1;0;0;0;0;5770.0000;5770.0000;0.0000;0;0;4;0;1
765;0;1;0;0;0;8520.6299;7548.7002;0.0000;0;11;6;0;1
766;1;0;0;0;0;10440.0000;10440.0000;0.0000;0;99;3;0;1
767;1;0;0;0;1;1200.0000;1200.0000;0.0000;0;0;4;0;1
768;1;0;1;0;0;31320.0000;40000.0000;0.0000;0;13;3;0;1
769;1;0;0;0;0;7457.4199;17457.4199;10000.0000;0;46;5;0;1
770;0;1;0;0;0;5827.9199;12500.0000;3000.0000;0;11;5;0;1
771;0;1;0;0;0;11268.9297;20000.0000;0.0000;0;19;6;0;1
772;1;0;0;0;0;9820.3301;40000.0000;30000.0000;0;17;5;0;1
773;1;0;0;0;0;2003.0000;2003.0000;0.0000;0;24;5;0;1
774;1;1;0;0;0;9451.7900;14784.9697;0.0000;0;105;6;0;1
775;0;0;0;0;0;51313.5508;51313.5508;0.0000;0;12;4;0;1
776;0;0;0;1;0;0.0000;30000.0000;0.0000;0;0;4;0;1
777;0;1;1;1;0;0.0000;43500.0000;30000.0000;0;0;5;0;1
778;1;0;1;1;0;0.0000;20000.0000;0.0000;0;17;5;0;1
779;0;1;0;1;0;0.0000;50000.0000;0.0000;0;0;5;0;1
780;1;0;0;0;0;421.6700;10421.6699;10000.0000;0;0;6;0;1
781;1;0;0;0;0;9179.5400;35000.0000;0.0000;0;70;5;0;1
782;0;0;1;0;1;12000.0000;12000.0000;0.0000;0;12;6;0;1
783;0;1;1;0;0;5346.7002;20000.0000;0.0000;0;0;6;0;1
784;0;0;0;0;0;7351.3599;12351.3604;5000.0000;0;6;4;0;1
785;1;0;0;0;1;18249.0391;35000.0000;1900.0000;0;15;6;1;1
786;1;0;0;0;0;34762.2891;34762.2891;0.0000;1;16;3;0;1
787;1;1;0;0;0;2440.5100;10000.0000;4000.0000;0;60;6;0;1
788;1;0;1;0;0;6888.0000;6888.0000;0.0000;0;0;6;0;1
789;0;1;1;0;0;12626.0898;45000.0000;0.0000;0;145;6;0;1
790;0;0;1;0;1;38307.2812;65000.0000;0.0000;0;73;3;1;1
791;0;0;0;0;0;4136.5498;4136.5498;0.0000;0;36;4;0;1
792;0;1;0;0;0;8616.3896;23616.3594;0.0000;0;87;5;0;1
793;0;0;0;0;0;4938.5298;4938.5298;0.0000;0;60;6;0;1
794;0;0;0;1;0;0.0000;10000.0000;0.0000;0;0;5;0;1
795;1;0;0;0;1;30002.0996;63000.0000;8000.0000;0;11;4;0;1
796;0;0;0;0;0;5386.7900;30000.0000;0.0000;0;42;3;0;1
797;1;0;0;0;0;15587.5000;15587.5000;0.0000;0;33;5;0;1
798;1;0;1;0;0;5164.2402;30000.0000;9000.0000;0;6;3;0;1
799;1;0;0;0;0;9087.5498;24087.5508;15000.0000;0;12;4;0;1
800;1;0;0;0;0;17857.7793;17857.7793;0.0000;1;38;4;0;1
801;1;1;0;0;0;56315.2305;98815.2266;12500.0000;1;27;2;0;1
802;0;0;0;0;1;7588.0298;7588.0298;0.0000;0;7;4;0;1
803;1;0;1;0;1;46487.0000;46487.0000;0.0000;0;33;4;0;1
804;1;1;0;0;0;2132.0000;26400.0000;10000.0000;0;9;6;0;1
805;0;1;1;0;0;4448.0200;22448.0195;0.0000;0;6;6;0;1
806;0;0;0;0;0;458.0000;20493.0000;10000.0000;0;0;6;0;1
807;0;0;0;0;0;22185.0000;28185.0000;6000.0000;0;13;4;0;1
808;0;1;0;0;0;12795.1699;29795.1699;0.0000;0;111;3;0;1
809;1;1;0;0;0;15912.1504;25000.0000;0.0000;0;117;5;0;1
810;1;1;0;0;0;8081.7798;8081.7798;0.0000;0;39;6;0;1
811;0;1;0;0;0;14114.7100;14114.7100;0.0000;0;41;5;0;1
812;1;0;0;1;0;0.0000;24000.0000;0.0000;0;0;5;-1;1
813;0;0;1;0;0;6972.0698;13272.0703;6300.0000;0;0;6;0;1
814;0;0;0;0;1;16768.7598;25000.0000;8000.0000;0;29;3;0;1
815;1;0;0;0;0;26562.8398;26018.0000;0.0000;0;15;6;0;1
816;0;0;0;0;0;21929.7793;21929.7793;0.0000;0;36;4;0;1
817;0;1;1;0;0;12317.2998;42317.3008;0.0000;0;60;6;0;1
818;1;0;0;0;0;9555.0303;9555.0303;0.0000;0;14;6;0;1
819;1;1;0;0;1;47502.0000;54000.0000;0.0000;0;6;3;1;1
820;0;0;1;0;0;11330.4697;11330.4697;0.0000;0;120;6;0;1
821;1;0;1;1;0;0.0000;14000.0000;0.0000;0;0;5;0;1
822;0;0;1;1;1;0.0000;22000.0000;0.0000;0;0;5;0;1
823;1;0;0;1;0;0.0000;16000.0000;0.0000;0;0;7;0;1
824;1;0;0;0;0;19575.0000;44575.0000;0.0000;0;6;3;0;1
825;1;1;1;0;0;12397.5000;15000.0000;0.0000;0;32;3;0;1
826;1;0;0;0;0;6040.6099;6040.6099;0.0000;0;25;6;0;1
827;0;0;1;0;0;26100.0000;29100.0000;3000.0000;1;22;6;0;1
828;0;0;0;0;0;11659.0996;11659.0996;0.0000;0;0;4;0;1
829;0;0;0;0;0;1716.0000;1716.0000;0.0000;0;0;4;0;1
830;1;1;0;0;0;9799.7002;14799.7002;0.0000;0;60;6;0;1
831;1;0;1;1;0;0.0000;25000.0000;10000.0000;0;14;4;0;1
832;0;1;0;0;0;950.0000;13950.0000;0.0000;0;3;6;0;1
833;1;0;1;0;0;3000.0000;14041.0000;11041.0000;0;48;4;0;1
834;1;0;0;1;0;22202.3809;22202.3809;0.0000;1;13;3;0;1
835;0;1;0;0;0;8907.2598;20000.0000;0.0000;0;60;5;0;1
836;0;1;1;0;0;8700.0000;20000.0000;4000.0000;0;6;5;0;1
837;1;1;0;0;0;10756.9199;35000.0000;5000.0000;0;13;3;0;1
838;1;0;0;0;0;14050.9697;18000.0000;0.0000;0;18;5;1;1
839;1;1;0;0;0;6335.9199;15335.9199;2000.0000;0;15;6;0;1
840;1;1;0;0;0;15510.9600;30510.9609;0.0000;0;17;5;1;1
841;0;0;1;0;0;3450.0000;3000.0000;0.0000;0;12;4;0;1
842;1;0;0;1;0;8822.0801;8822.0801;0.0000;0;19;6;0;1
843;1;0;0;0;0;21264.4395;21264.4395;0.0000;0;29;5;0;1
844;1;1;1;0;0;31531.5000;31531.5000;0.0000;0;33;5;1;1
845;0;1;0;0;0;8124.0000;33124.0000;5000.0000;0;8;6;0;1
846;0;0;1;0;0;11615.4404;16000.0000;0.0000;0;156;5;0;1
847;0;0;0;1;0;0.0000;23000.0000;0.0000;0;0;6;0;1
848;1;0;0;0;1;3452.0000;5952.0000;2500.0000;0;14;5;0;1
849;0;0;0;0;0;30830.1895;30830.1895;0.0000;0;22;4;0;1
850;1;0;0;0;1;1320.0000;8320.0000;7000.0000;0;0;4;0;1
851;1;0;1;0;0;6357.0801;15357.0801;9000.0000;0;60;6;0;1
852;1;1;0;0;0;43281.3203;29500.0000;11000.0000;0;65;5;0;1
853;0;0;1;0;0;24910.5000;39410.5000;14500.0000;0;0;4;0;1
854;1;0;0;1;0;0.0000;10000.0000;0.0000;0;0;5;0;1
855;1;0;1;0;0;16317.4697;15000.0000;0.0000;0;7;3;0;1
856;0;1;0;0;0;8091.7798;7000.0000;0.0000;0;9;6;0;1
857;0;1;1;0;0;10151.3398;25151.3398;15000.0000;0;48;5;0;1
858;0;0;1;0;0;4584.4502;10584.4502;6000.0000;0;6;5;0;1
859;0;0;0;0;0;14170.2100;14170.2100;0.0000;0;11;5;0;1
860;1;0;0;0;1;23551.5293;23551.5293;0.0000;0;20;5;0;1
861;1;0;1;0;1;22851.4492;22851.4492;0.0000;1;6;4;0;1
862;1;0;0;0;1;30679.9297;30679.0000;0.0000;0;7;6;1;1
863;0;1;0;0;0;8068.6099;17100.0000;0.0000;0;27;6;0;1
864;0;1;0;1;0;7811.1499;28500.0000;0.0000;0;7;5;0;1
865;1;1;1;0;0;7294.6401;16314.4600;0.0000;0;88;5;1;1
866;1;0;0;0;1;9528.5303;9528.5303;0.0000;0;12;3;0;1
867;0;0;0;0;1;1473.0000;1473.0000;0.0000;0;25;4;0;1
868;1;1;0;0;0;114088.5703;125000.0000;0.0000;0;167;6;0;1
869;1;1;1;0;0;4676.0000;9352.0000;4676.0000;0;60;6;0;1
870;0;1;1;1;0;0.0000;9200.0000;4600.0000;0;132;5;0;1
871;0;0;0;0;0;4652.1001;4652.1001;0.0000;0;12;5;0;1
872;1;0;0;0;1;74603.0000;74603.0000;0.0000;0;142;3;0;1
873;1;0;1;0;0;4907.0000;4907.0000;0.0000;0;0;6;0;1
874;0;0;1;0;0;12466.9404;27000.0000;0.0000;0;60;5;0;1
875;0;1;0;0;0;6184.2500;8184.2500;2000.0000;0;11;6;0;1
876;0;0;1;0;0;3102.5000;4600.0000;1500.0000;0;0;4;0;1
877;0;0;0;0;0;14983.0000;14983.0000;0.0000;0;6;4;0;1
878;1;0;0;1;0;0.0000;6325.5801;0.0000;0;0;4;0;1
879;0;0;0;0;0;4332.1699;4332.1699;0.0000;0;60;6;0;1
880;1;0;0;1;0;0.0000;17400.0000;0.0000;0;0;4;0;1
881;0;0;0;0;0;15704.8203;15705.0000;0.0000;0;0;5;0;1
882;1;1;0;0;0;13163.3398;18000.0000;0.0000;0;132;5;0;1
883;1;0;0;0;0;7119.6499;22119.6504;15000.0000;0;13;4;0;1
884;1;0;0;0;0;26598.0000;26598.0000;0.0000;0;31;5;0;1
885;0;1;0;0;0;8382.6797;68382.6797;0.0000;0;24;6;0;1
886;1;0;0;1;0;0.0000;19000.0000;0.0000;0;60;5;0;1
887;0;1;1;0;0;18852.2305;18852.2305;11963.4805;0;36;5;0;1
888;0;1;0;0;0;36578.3594;36578.3594;0.0000;0;25;5;0;1
889;0;1;0;0;1;8874.7803;8874.7803;0.0000;1;11;5;0;1
890;1;0;0;0;0;26100.0000;50000.0000;0.0000;0;36;4;1;1
891;1;0;0;0;0;13081.6797;35000.0000;0.0000;0;48;5;0;1
892;1;0;1;0;1;9251.0000;9251.0000;0.0000;0;5;4;0;1
893;1;0;0;0;1;1265.0000;1265.0000;0.0000;0;0;4;0;1
894;0;0;1;0;0;3900.0000;20106.0000;16206.0000;0;0;4;0;1
895;1;0;1;0;0;16158.5596;16158.5596;0.0000;0;6;5;0;1
896;0;1;0;0;0;10988.7500;19000.0000;0.0000;0;36;5;0;1
897;1;0;0;0;0;3618.2000;3618.2000;0.0000;0;0;4;0;1
898;1;0;1;0;0;12626.1904;20000.0000;2000.0000;0;7;5;0;1
899;1;0;0;0;0;12605.5801;22605.5801;10000.0000;0;10;6;0;1
900;1;0;1;0;1;1560.0000;1600.0000;0.0000;0;0;4;0;1
901;1;0;0;0;0;5331.7402;5331.7402;0.0000;0;60;6;0;1
902;0;0;0;0;0;11882.7500;17000.0000;4000.0000;0;20;5;0;1
903;0;0;0;0;0;18471.8809;48000.0000;0.0000;0;15;6;0;1
904;0;1;1;0;0;5032.1699;35000.0000;13000.0000;0;25;6;0;1
905;1;1;0;0;1;5699.6201;28000.0000;0.0000;0;60;3;0;1
906;1;0;1;0;0;3618.2000;3618.2000;0.0000;0;0;4;0;1
907;1;0;0;0;0;5747.2202;5747.2202;0.0000;0;13;5;0;1
908;0;0;0;0;0;13050.0000;13050.0000;0.0000;0;22;6;0;1
909;1;0;0;1;1;0.0000;11634.6602;0.0000;0;5;4;0;1
910;1;1;1;0;0;55450.6094;80000.0000;0.0000;0;63;3;1;1
911;1;0;0;0;1;18624.1895;18624.1895;0.0000;0;40;4;0;1
912;1;0;0;0;1;14337.4404;14337.4404;0.0000;0;8;3;1;1
913;1;0;0;0;1;5220.0000;6333.0000;1113.0000;0;12;5;1;1
914;0;0;1;0;0;9585.5400;9585.5400;0.0000;0;14;3;0;1
915;1;0;1;0;0;19341.5000;19341.5000;0.0000;0;6;5;0;1
916;1;1;0;0;0;9616.4297;16000.0000;0.0000;0;29;6;1;1
917;0;0;0;0;0;3110.2500;3110.2500;0.0000;0;7;5;0;1
918;0;1;0;0;1;25140.3906;35000.0000;10000.0000;1;62;3;0;1
919;1;0;0;0;1;34727.5000;39900.0000;0.0000;0;16;3;0;1
920;1;0;0;0;0;24640.4004;35000.0000;0.0000;0;14;5;0;1
921;0;0;1;1;0;0.0000;15733.0400;0.0000;0;0;5;0;1
922;0;0;1;0;0;28179.5000;28179.5000;0.0000;0;25;3;0;1
923;0;0;0;0;0;5938.9199;25000.0000;0.0000;0;13;5;0;1
924;1;0;1;0;0;10144.2695;10144.2695;0.0000;0;22;5;0;1
925;1;1;1;0;0;27511.1504;50000.0000;0.0000;0;39;3;0;1
926;1;0;0;0;1;19140.0000;20000.0000;0.0000;0;31;3;1;1
927;0;1;0;0;0;4444.9502;11944.9502;3000.0000;0;135;5;0;1
928;0;1;0;1;0;0.0000;27000.0000;1500.0000;0;0;6;0;1
929;0;1;1;0;0;8831.2002;24000.0000;0.0000;0;60;6;0;1
930;1;1;0;0;0;19679.4395;34032.0586;0.0000;0;9;5;0;1
931;1;1;1;0;0;24854.5996;24854.5996;0.0000;0;10;5;1;1
932;1;1;1;1;0;0.0000;30000.0000;0.0000;0;0;6;1;1
933;1;1;1;0;0;10315.6904;40315.6914;10000.0000;0;14;4;0;1
934;1;0;0;0;0;72297.0000;98000.0000;15000.0000;0;15;5;1;1
935;0;0;0;0;1;2712.6399;2700.0000;0.0000;0;48;4;0;1
936;0;0;1;1;0;0.0000;12375.0000;0.0000;0;24;3;0;1
937;1;0;0;0;1;4938.0000;4938.0000;0.0000;0;60;6;0;1
938;0;1;1;0;0;13964.9697;23964.9707;0.0000;0;33;3;0;1
939;0;1;0;1;0;0.0000;10000.0000;0.0000;0;0;5;0;1
940;0;0;0;1;1;17758.7598;17758.7598;0.0000;0;11;4;0;1
941;0;1;1;0;0;24838.5000;54838.5000;0.0000;0;49;5;0;1
942;0;0;0;0;0;12940.0000;12940.0000;0.0000;0;6;4;0;1
943;0;0;0;0;0;7240.8501;7240.8501;0.0000;0;60;5;0;1
944;1;0;1;1;0;0.0000;10000.0000;0.0000;1;0;4;0;1
945;0;1;0;1;0;0.0000;23000.0000;0.0000;0;16;5;0;1
946;1;0;0;0;0;24186.0000;24186.0000;0.0000;0;9;4;0;1
947;1;0;0;0;0;5916.2900;5916.2900;0.0000;0;24;5;0;1
948;0;0;0;0;1;10486.2900;10000.0000;0.0000;0;10;5;0;1
949;0;0;0;0;0;15043.0098;15043.0098;0.0000;0;34;6;0;1
950;1;0;0;0;0;2791.0000;10791.0000;8000.0000;0;48;4;0;1
951;1;0;0;0;0;11038.8896;11038.8896;0.0000;0;7;7;0;1
952;1;1;0;0;0;13412.8398;13000.0000;0.0000;0;47;6;0;1
953;0;1;0;1;0;0.0000;23200.0000;0.0000;0;0;5;0;1
954;1;1;0;0;0;29708.7305;29708.7305;0.0000;0;8;5;0;1
955;0;0;0;1;1;26017.9199;26017.9199;0.0000;0;16;5;0;1
956;1;0;0;1;0;0.0000;13000.0000;0.0000;0;14;5;0;1
957;0;0;0;0;0;28046.9004;29000.0000;0.0000;1;0;5;0;1
958;1;1;1;1;0;0.0000;20000.0000;0.0000;0;0;5;0;1
959;1;1;1;0;0;36589.6406;36589.6406;0.0000;0;207;5;1;1
960;1;0;0;0;0;22200.2109;25000.0000;0.0000;0;9;5;0;1
961;0;0;0;0;1;19030.6992;64000.0000;40000.0000;0;18;4;0;1
962;1;1;0;0;0;5979.5000;16000.0000;0.0000;0;40;6;0;1
963;1;0;0;1;0;0.0000;9000.0000;0.0000;0;0;5;0;1
964;1;0;1;1;1;0.0000;13000.0000;0.0000;0;0;6;0;1
965;0;0;0;0;1;1199.0000;4199.0000;3000.0000;0;2;6;0;1
966;1;0;1;1;1;0.0000;22000.0000;0.0000;0;0;5;0;1
967;0;1;0;0;0;9914.3398;9914.3398;0.0000;0;147;5;0;1
968;0;0;0;0;0;6495.0898;21500.0000;15000.0000;0;60;5;0;1
969;0;0;1;0;0;1581.2500;7581.2500;6000.0000;0;0;4;0;1
970;1;0;1;0;0;10486.6699;10486.6699;0.0000;0;12;3;0;1
971;1;0;0;1;0;0.0000;17000.0000;0.0000;0;36;5;0;1
972;0;0;1;0;0;9278.4404;9278.4404;0.0000;0;0;4;0;1
973;1;0;0;0;1;35627.2617;35630.0000;0.0000;0;46;5;0;1
974;0;0;0;1;1;0.0000;12000.0000;0.0000;0;24;4;0;1
975;0;0;1;0;0;21750.0000;21750.0000;0.0000;0;36;3;0;1
976;0;0;0;0;0;9897.0898;11060.0000;0.0000;0;36;5;0;1
977;1;0;1;0;0;21811.2695;21811.2695;0.0000;0;80;6;0;1
978;0;0;0;0;0;1430.0000;1430.0000;0.0000;0;0;4;0;1
979;1;1;0;0;0;22620.0000;33620.0000;9570.0000;0;12;5;0;1
980;0;1;0;0;1;11149.5303;41149.5312;30000.0000;0;27;3;0;1
981;0;1;1;0;0;11102.9502;19902.9492;8800.0000;0;58;6;0;1
982;0;0;0;0;0;5067.8999;5067.8999;0.0000;0;77;4;0;1
983;1;0;1;0;0;23808.8398;36380.0508;15000.0000;0;87;6;0;1
984;1;1;1;0;0;4623.0000;75000.0000;50000.0000;0;44;5;0;1
985;0;1;1;0;0;13050.0000;100000.0000;20000.0000;0;60;3;1;1
986;1;0;0;0;0;1430.0000;1430.0000;0.0000;1;0;4;0;1
987;1;0;0;1;0;0.0000;30000.0000;0.0000;0;45;4;0;1
988;1;1;0;1;0;0.0000;25000.0000;6000.0000;0;60;6;0;1
989;1;0;0;1;0;0.0000;22000.0000;0.0000;0;0;6;0;1
990;1;0;0;0;0;9599.7402;22000.0000;0.0000;0;18;5;0;1
991;0;1;1;0;0;6500.0000;22000.0000;8000.0000;0;12;5;0;1
992;1;0;0;0;0;12441.0000;12441.0000;0.0000;0;11;4;1;1
993;1;0;0;0;1;23410.2500;23410.2500;0.0000;0;43;4;0;1
994;1;0;1;0;0;8772.5000;15772.5000;7000.0000;0;17;6;0;1
995;0;0;0;1;0;0.0000;37000.0000;0.0000;0;0;3;0;1
996;0;0;1;0;0;4702.0000;4700.0000;0.0000;0;60;5;0;1
997;1;1;0;1;0;0.0000;13500.0000;0.0000;0;35;6;0;1
998;1;1;0;1;0;0.0000;30000.0000;0.0000;0;0;4;0;1
999;1;0;1;0;0;30921.4707;30921.4707;0.0000;0;24;6;0;1
1000;0;0;0;0;1;4200.0000;29200.0000;25000.0000;0;0;4;0;1
1001;1;0;1;0;0;10046.5498;10046.5498;0.0000;0;29;6;0;1
1002;0;1;0;0;0;5681.8198;8181.8198;0.0000;0;8;5;0;1
1003;1;1;0;1;0;0.0000;55000.0000;0.0000;0;0;5;0;1
1004;1;1;0;0;0;5219.6899;27600.0000;0.0000;0;60;6;0;1
1005;0;1;0;0;0;8165.8799;14000.0000;0.0000;0;60;6;0;1
1006;1;0;0;0;0;11824.0996;40000.0000;10000.0000;0;7;3;0;1
1007;0;1;0;1;0;0.0000;50000.0000;15000.0000;0;12;6;0;1
1008;0;0;0;0;0;4350.0000;14350.0000;10000.0000;0;6;4;0;1
1009;0;0;0;0;0;29516.8105;55000.0000;0.0000;0;119;2;1;1
1010;0;1;0;0;0;8147.2500;22147.2500;0.0000;0;13;6;0;1
1011;1;1;1;0;1;16765.9004;26765.9004;10000.0000;1;52;5;0;1
1012;1;0;0;0;0;39998.7617;40000.0000;0.0000;1;13;5;0;1
1013;0;1;1;0;0;15199.2500;30000.0000;0.0000;0;11;5;0;1
1014;0;0;1;0;0;4808.6802;20000.0000;15191.3203;0;12;6;0;1
1015;1;0;0;1;0;0.0000;35000.0000;0.0000;0;17;5;0;1
1016;1;0;1;0;1;15453.3701;20400.0000;0.0000;0;10;6;1;1
1017;0;1;0;0;0;7895.3198;7895.3198;0.0000;0;15;5;0;1
1018;0;1;0;0;0;12036.1699;30000.0000;0.0000;0;13;3;0;1
1019;0;0;0;0;0;1430.0000;1430.0000;0.0000;0;0;4;0;1
1020;1;0;0;0;0;8099.7798;8099.7798;0.0000;0;6;6;0;1
1021;0;0;0;0;0;12326.3301;35000.0000;0.0000;0;12;6;0;1
1022;1;0;0;0;0;12338.1797;20000.0000;0.0000;0;74;6;0;1
1023;0;1;0;0;0;3712.2100;3712.2100;0.0000;0;60;6;0;1
1024;0;0;0;1;0;0.0000;12000.0000;0.0000;0;0;5;0;1
1025;1;0;0;0;0;17026.5605;17000.0000;0.0000;0;20;5;0;1
1026;0;1;0;0;0;25965.1504;40000.0000;0.0000;0;46;5;0;1
1027;1;0;0;1;0;0.0000;12000.0000;0.0000;0;0;6;0;1
1028;0;1;1;1;0;0.0000;47593.5312;0.0000;0;0;5;0;1
1029;1;0;1;0;1;13050.0000;15000.0000;0.0000;0;14;4;1;1
1030;1;0;1;0;0;9872.5596;24872.5605;15000.0000;0;5;6;0;1
1031;1;0;0;0;0;775.0000;8085.6401;7310.6401;0;0;6;0;1
1032;0;1;0;0;0;8103.5000;16201.5000;0.0000;0;192;6;0;1
1033;0;1;0;0;0;24473.4297;24473.4297;0.0000;0;21;5;0;1
1034;0;0;1;0;0;16529.8496;25000.0000;8470.1504;0;33;5;0;1
1035;1;0;0;0;1;19140.0000;30000.0000;0.0000;0;8;3;0;1
1036;1;0;1;0;0;43338.3281;43338.3281;0.0000;1;64;4;0;1
1037;1;0;0;0;0;4702.0000;4702.0000;0.0000;0;60;4;0;1
1038;1;0;1;0;0;19798.5801;30000.0000;8000.0000;0;17;5;0;1
1039;1;0;0;0;0;954.0000;954.0000;0.0000;0;6;6;0;1
1040;1;1;0;0;1;13050.0000;30000.0000;0.0000;0;9;6;0;1
1041;0;1;0;0;0;42089.0117;35000.0000;0.0000;0;65;5;0;1
1042;0;0;0;0;0;20784.3008;20000.0000;0.0000;0;18;3;0;1
1043;0;0;0;0;1;55769.9492;55769.9492;0.0000;1;18;4;0;1
1044;0;1;1;0;0;28710.0000;100000.0000;0.0000;0;23;3;0;1
1045;0;0;1;0;1;5220.0000;15000.0000;5500.0000;0;15;5;0;1
1046;1;0;1;0;0;5444.1401;5444.1401;0.0000;0;17;3;0;1
1047;0;0;0;1;0;0.0000;10000.0000;0.0000;0;0;3;0;1
1048;1;0;0;0;1;3178.5400;18178.5391;15000.0000;0;14;4;0;1
1049;0;0;0;0;0;12000.0000;12000.0000;0.0000;0;29;4;0;1
1050;0;0;0;0;0;6800.0000;6800.0000;0.0000;0;0;4;0;1
1051;1;0;0;0;1;47860.3594;346110.3750;100000.0000;0;30;6;0;1
1052;0;0;0;1;0;0.0000;10000.0000;0.0000;0;19;4;0;1
1053;0;1;0;0;0;1253.0000;7253.0000;6000.0000;0;0;6;0;1
1054;1;0;1;1;0;0.0000;25000.0000;0.0000;0;0;4;0;1
1055;0;0;0;0;1;12377.4199;70000.0000;15560.0000;0;0;4;0;1
